FarmNm_CH,FarmNm_EN,FarmNm_JP,Feature_CH,Feature_EN,Feature_JP,CertifySDate,CertifyEDate,TEL,FAX,PCode,County,Township,Address_CH,Address_EN,Address_JP,WebURL,Longitude,Latitude,IdentifyItem,Photo
築夢山城休閒農場(尖石築夢山城),,,昆蟲 植物 花卉。體驗活動。提供體驗農村生活。遊覽景點。鄰近之遊憩資源有內灣風景區、馬胎古道. 尖石岩，北角吊橋、錦屏美人湯、天然谷。伴手禮與農特產。尖石著名的富有甜柿,,,1150901,1150930,(09),,313,10004,尖石鄉,義興村9鄰馬胎168號,,,,121.176946,24.671959,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1893/480x360_5s7pis7ha1kk7d0rhxuz4p6a08k1zs90.jpg
農友種苗休閒農場,,,農友種苗公司（KNOWN-YOU SEED CO.， LTD）成立於1968年，秉持「一粒種子、一個責任」的核心價值，在種苗產業深耕逾半世紀。。創業宗旨與核心價值。農友種苗以促進園藝事業發展為使命，致力於提升農業、繁榮農村、綠化大地、造福人群。「一粒種子、一個責任」的核心價值，蘊含著公司對客戶、消費者及環境的承諾。自創立以來，公司持續在增進農民收益、繁榮農村，以及培育有益人類健康與環境友善的品種等面向實踐永續理念。。研發技術與產品線。農友種苗致力於研究種苗新技術、生產優良種苗，並研發出創...,,,1150901,1150930,(07)6519668,,840,64000,大樹區,竹寮路114-6號,,,https://www.knownyou.com/tw/,120.425949,22.661066,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/34936/480x360_agrispots-image-i41v4ehlskiuok4cj8-aig.jpg
文山休閒農場,,,【文山休閒農場】。滿山大自然生態的文山休閒農場，非常適合全家大小或學生團體前來體驗。在這裡沒有教課書的壓力，任何朋友都可以在快樂且輕鬆的氣氛下，學習到大自然生態的重要知識。。無論大朋友或小朋友，一定都會喜歡這項焢土窯活動，不過在一切講究古早味的文山休閒農場裡，旅人得學習從無到有的精神，無論是堆土、劈材、升火等都是旅人得學習的重要知識。而每當遇上荔枝、龍眼的採收時期，還可以享受採果樂趣。。『文山休閒農場』位於臺中市大里區，在開發初期（約60年代）以林木為主，並種植農作物：木薯、鳳梨、荔枝、龍...,,,1150901,1150930,(04)24937679,,412,66000,大里區,健東路123號,,,http://www.wfarm.com.tw/?fbclid=IwY2xjawIbrw1leHRuA2FlbQIxMAABHeHgXuqwKPFGDj873qYXNKYIS8kXR50yMmmJNFz5SQW6EGvd0u-5VvjDRA_aem_JLyQA_gkP4V6I_ViaRZGig,120.724347,24.084441,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/177/480x360_3r30idusht3tk0bbz05pevcde1n9evbn.jpg
牧蜂休閒農場,,,牧蜂農莊，位於環境清幽的三芝區芝柏山莊內，三面環山，佔地近三公頃。成立至今已有十餘年時間，農莊主人簡德源堅持用生態解說的方式把養蜂的過程公開化，並教導民眾如何分辨真假蜜，並自產自銷提供蜂蜜相關餐飲、伴手禮服務，且採免費入場制，是北海岸地區最具知名度的旅遊景點之一。。〈蜜蜂教學〉。園區裡設有戶外養殖區等設施，農莊主人熱情的為遊客解說蜜蜂的習性，教導如何分辨真假蜂蜜，並宣導該如何選購優質安心的蜂產品。。〈時令蔬果〉。農莊佔地近三公頃，設有大片林園、農田、生態池等。園裡種有香蕉、柚子、稻米以及...,,,1150901,1150930,(02)26363742,,252,65000,三芝區,茂長里9鄰74號,,,https://www.move-bee.com,121.510840,25.259339,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/6262/480x360_fivae80r3er830ifx51gfj2r6wz455mz.jpg
中原世紀休閒農場,,,與大自然喜相逢。就在這大武山腳下，煦煦陽光伴著清爽微風撫過一片片田地，吹進了中原世紀休閒農場，小小羊兒們正在草地上活繃亂跳等待客人與牠們的餵食樂，這裡的一切樸實自然，而濃濃的人情味更讓人忘卻不了。。起初，老闆秉持著「羊奶可以救人」的理念，開始了養羊的漫漫旅程，而李爸爸有感於牧場是可以提供一個寓教於樂的場所，使得李爸爸毅然決然從養羊酪農戶轉型成一個可以提供社會大眾和親子活動的好去處。。走進農場只見遊客左手奶瓶、右手牧草，就能擄獲羊兒們的歡心。小羊在圍籬邊等著訪客餵食，有的撒嬌發出咩咩聲，羊兒...,,,1150901,1150930,(08)7789517,,913,10013,萬丹鄉,竹林村竹圍街160巷59號,,,,120.510015,22.610850,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/4305/480x360_80426095_2837638762923973_1583381758580097024_n(1).jpg
藍鵲休閒農場,,,藍鵲莊園的主人，原本就喜歡蒔花、植樹，一直以來，將「私我」的認真，注入到莊園的經營。一天，透過好友的肯定，「共享美，何嘗不可？」而逐漸從原本自然的原，促成環境的緣，以及來客與家人間相乘的同心圓。因為明白有「人」的美好，莊園的色彩變得更鮮明，而每個人裡面透明的情感，透過親朋、好友、家庭被觸動，讓人變得更幸福、完整；而莊園的價值，也因為人的存在變得更美，因此莊園主人歡迎更多人來同享這份喜悅，藍鵲渡假莊園也歡迎，敞開溫暖的雙臂，在這裡等您。。【如欲安排前往建議事先電話聯繫確認】,,,1150901,1150930,(04)25676338,,357,10005,通霄鎮,南和里113-7號,,,https://bmr.bluemagpie.com.tw/,120.721663,24.446608,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1590/480x360_20200619-04.jpg
阿里山咖啡休閒農場(鄒築園咖啡),,,,,,1150901,1150930,(05)2561118,,605,10010,阿里山鄉,鄒築園咖啡,,,,120.713440,23.467946,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
福爾摩莎可可休閒農場,,,以「一杯可可，小憩片刻」為核心理念，隱身在大武山下致力於台灣可可的栽植與研究，期許能將台灣可可推向世界。園區由多棟清水模建築組成，風格簡約且富有設計感，具有藝廊或咖啡廳的質感，且園區設計考慮到嬰兒車與輪椅通行，屬於親子友善的空間。。四大特色展館。&bull； 多功能展區。展示巧克力從採收、發酵、烘烤到變形的 9 大製程。此區也提供導覽教學、社區會議及講座使用，並設有 VIP 室與實驗設備。&bull； 可可實驗室。充滿前衛的科技感，設有 24 小時研磨的調溫器，遊客可以透過透明玻璃觀察...,,,1150901,1150930,(08)7709138,,912,10013,內埔鄉,東勢村38鄰大同路三段榮和巷80號,,,https://www.cacaofarm.com.tw/,120.576813,22.650532,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1667/480x360_6s986sgze1ssepfqagfewmgvnnhcn6k9.jpg
雙溪平林休閒農場,,,「來我們的農場七逃喔！」雙溪平林休閒農場位於新北市雙溪區，地處台灣東北角，鄰近平溪、福隆與九份等知名景點。每位遊客在農場內透過體驗活動與近距離觀察，可以了解農村之美與自然之美，進而培養愛物惜福與珍愛地球的觀念。農場主人堅持園區中不使用殺蟲劑與除草劑，讓自然萬物在園區中不受任何干擾，自在的生活著。。於是人們來到平林休閒農場可以馬上聞到與都市大不相同的新鮮空氣，帶著植物花草的清香，隨處可見美麗的蝴蝶翩翩飛舞，在某個不起眼的牆角，可能就會遇到張著大眼睛的青蛙跟你說哈囉!在這樣環境中，人們很快可以跟大...,,,1150901,1150930,(02)24934016,(02)24933833,227,65000,雙溪區,平林里外平林35號,,,,121.841379,25.034437,餐飲,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/2911/480x360_h9evrtydqgp8m0m74ngd0h94imw262ci.jpg
慈心大自然休閒農場,,,,,,1150901,1150930,(05)5828201,,646,10009,古坑鄉,麻園村東耕22號,,,,120.535523,23.640622,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
日月山景休閒農場,,,日月山景休閒農場。農場位於八卦山最高處的銀行山上，如果要描述日月山景生態教育休閒農場，「日月山景賞彩霞，月夜天星伴燈海」是最恰當的寫照。民國58年左右，政府推廣銀行山酪農專業區，當時許多居民紛紛加入養乳牛的行列，全盛時期有50多家的乳牛場，隨著時間的更迭，目前銀行山只剩5家經營乳牛場。為了將自家乳製品找尋通路，於是日月山景休閒農場主人便將乳牛牧場轉型生態教育休閒農場。。農場裡結合了教育、休閒、娛樂與賞景，在這裡可以親自體驗餵乳牛喝ㄋㄟㄋㄟ或吃草，觀賞乳牛的生態，園區裡也設有烤肉與露營區，或是...,,,1150901,1150930,(04)7370949,,500,10007,彰化市,石牌里水月台路218號,,,,120.587002,24.056196,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/3122/480x360_2481f85113e4407e92594a65eb9ee8ea.jpg
角宿休閒農場,,,在地生態物種有螢火蟲、蝴蝶、蛙類、鳥類、景觀植物等，農產品有燕巢三寶（芭樂、蜜棗、西施柚）、臨近農地亦種有西瓜、香瓜、一品南瓜、火鶴等。。本農場以經營休閒體驗農業及農產品展示推展為主，觀光果園為輔，以最天然最健康有機蔬果，供一般民眾購買，民眾不但可以在農場內，以最實在的價格，買到好的農產品，也可以讓親子體驗農村生活，本農場經營以讓民眾進行休閒體驗農業、觀光果園、露營、烤肉、體驗大自然、休憩為主體，並結合鄰近觀光資源兼具腳踏車運動休閒等。同時與市內國中小學、幼稚園合作，提供農業體驗教學計劃，將農...,,,1150901,1150930,(09),,824,64000,燕巢區,義大路65號(南角宿段222地號),,,,120.366855,22.765693,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/693/480x360_20200410-07.jpg
竹湖山居自然生態休閒農場,,,竹湖山居自然生態休閒農場。竹湖雖然是位於偏遠山區，卻是賞鳥人士的天堂，短短的幾分鐘停留，透過望遠鏡便可以瞧見台灣藍鵲優雅地停在樹枝頭，然後主人賴大哥又趕緊調轉望遠鏡的位置，大冠鳩也入鏡了。接著，他又要大家靜下來聽聽一連串悅耳的啼叫，原來是朱鸝正在開心的歡唱，其中間雜有另一個合音，哈哈！莫氏樹蛙也來湊熱鬧。。竹湖山居擁有好幾公頃的有機農園，種有水蜜桃、甜桃、釋枷、茂谷柑、鳳梨等幾十種水果，因此賴大哥每天都需要照顧不同的園子，一整年都忙不完！因為是有機耕種，蟲、鳥、獸可以自由取食它們需要的果實，...,,,1150901,1150930,(089)832383,,962,10014,長濱鄉,台東縣竹湖村移民路1鄰41號,,,https://www.juhu.com.tw/,121.419611,23.302729,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/256/480x360_20151113151153.jpg
好農丘休閒農場,,,俗稱『沙漠的紅寶石』紅龍果，結實累累的生長在好農丘的火龍果園中，體驗最道地的新鮮味道，好農丘農場有提供宅配服務，可以將新鮮好吃的火龍果送到你家，讓你親自品嚐果農細心照料下，最美味的好味道！。另外，好農丘也自己栽培咖啡樹，自己生產的咖啡，香濃而餘韻長存。好農丘農場無法用文字形容，親自來過才知道，好農丘等你們，歡迎你們到來。伴手禮：農家拿手自製豆腐乳及美食、自產咖啡、用在地水果製作，絕對僅於此地才有，相逢自是有緣，人生難得的機會，來東勢裝滿所有美好回憶，記得帶回伴手禮分享親朋好友，支持農人背後...,,,1150901,1150930,(04)25878407,,423,66000,東勢區,中嵙里東崎路三段688巷118號,,,,120.857104,24.271217,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/31202/480x360_agrispots-image-i30kgcq6ckksvj7g3ltv2a.jpeg
古早雞休閒農場(古早雞傳統米食),,,「古早雞休閒農場」位於彰化縣芬園鄉最初從養雞場起家，轉型為休閒農場後增闢生態教育園區和果園，並開始經營田媽媽品牌。。農場充滿濃濃復古風，自家果園以荔枝產量最多，除了鮮嚐外還融入菜餚中，餐廳以農場自產自銷方式推出古早雞風味餐，並結合荔枝創造出各式佳餚，包含鳳荔鮮魚、荔枝雞湯、荔枝九層塔煎蛋、荔枝香腸等荔枝鹼粽等荔味佳餚。。風味餐中串連兩大特產的「荔枝雞湯」，以農場飼養半年重兩斤半的小土雞加入整顆荔枝、破樹子、薑母，一起熬煮出馥郁香氣，而原本容易上火的荔枝，經過熬煮之後褪去熱性，轉為涼補勝品，加...,,,1150901,1150930,(049)2522215,(049)2528413,502,10007,芬園鄉,彰南路五段451巷36號,,,,120.620892,24.036646,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/43996/480x360_agrispots-image-ewonfnazqk2ly0vcenyglg.jpg
花自在休閒農場,,,【簡介】。繽紛花卉 自在花園。曾是日本戰備機場留下的山丘平台遺址，現在則為幽境離塵的著名休閒地區─苗栗卓蘭壢西坪，爬上山丘，環繞小徑前行，轉幾個彎即到具有深度禪學氣味的花草庭園『花自在食宿館』。。寬廣園區寧靜素雅，淳厚的原木VILLA建築週邊，遍植繽紛花卉草木，每一角落與細節處，展露出質趣兼具合緩氣氛。。『花自在』充滿各式花草樹木的花自在園區，坐下來即可感受融合自然與禪學的氣味，悠然自得忘卻山下忙碌時間的催促，尋得難得緩慢生活的快樂與悠閒。。寧靜雅致室內餐區。挑高的室內餐區呈現無隔間...,,,1150901,1150930,(04)25895832,(04)25893775,369,10005,卓蘭鎮,西坪里4鄰37-2號,,,,120.888072,24.378871,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/745/480x360_111(21).jpg
平溪松苑休閒農場,,,,,,1150901,1150930,,,226,65000,平溪區,靜安路三段66號,,,,121.764706,25.032460,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
金崙休閒農場,,,金崙休閒農場是以「食農教育」，強調親手做的體驗教育，目前園區生產樹葡萄、芒果、燈籠果、香檬、紅藜、洛神花、香草植物...等等，提供採果或是香草認識與採集，做深一步的活動與加工。亦提供小規模露營以及香草浴，進而體驗農場生活的步調和模式。,,,1150901,1150930,(09),,963,10014,太麻里鄉,金崙村溫泉28號,,,,120.951812,22.531485,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1917/480x360_y01k6gcps8hum7cx1e3tqvx5iqz900n4.png
愛蓮莊休閒農場(整修中暫不對外開放),,,本農場位於員林市大饒里南區公園南側，總面積約0.58公頃，園區內規劃了在地農業生態環境及種植多項彰化本地經濟花卉、農特產品讓遊客了解植物生長的過程，並可以體驗親手施作。。農場目前已有綠化環境及農作物種植區，其他設施區域尚在籌備中暫不對外開放（例：農業經營體驗區等...），敬請期待。,,,1150901,1150930,,,510,10007,員林市,大饒路803巷385號,,,,120.583797,23.931757,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
嶺海山林休閒農場,,,嶺海山林休閒農場。[天空之城數碼之遙]。新竹尖石海拔1200煤礦之源，八五山稜上聳立一座發光寶盒，玻璃帷幕原木色系內在空間，北德拉曼山李棟山群山環繞，置身其間悠然蒼翠盡收眼底，天空之城方彿就在數碼之遙&hellip；,,,1150901,1150930,(03)5842888,,313,10004,尖石鄉,新樂村煤源10鄰145-1號,,,https://www.d-sky.com.tw/,121.263421,24.706798,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/144/480x360_20151120175141.jpg
八分田休閒農場,,,,,,1150901,1150930,(09),,266,10002,三星鄉,楓林一路227號,,,,121.659855,24.684135,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1750/480x360_181144808_1759948187518767_4624402472700634053_n.jpg
溫馨休閒農場(溫馨農場),,,提供餐飲(客家美食、咖啡)、採果服務。（照片來源：MIKA出走美食日誌部落格）,,,1150901,1150930,(037)871551,,367,10005,三義鄉,雙潭村16鄰崩山下38之10號,,,,120.817416,24.387370,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1535/480x360_3e7ba829b6c3494bbe41bfe1d18890f5.jpg
仁愛休閒農場,,,仁愛休閒農場。林內鄉位於雲林縣東北端，有好山好水，是一個小而美的地方，由於土壤多樣化，且以濁水溪灌溉，雨量充沛，極適合農業發展，農產作物繁多，主要以果樹、蔬菜為主。以種植多樣化果樹的仁愛休閒農場，位於雲林縣林內鄉林北村內，農場主人賴宗賢原本開設絨織廠，因道路拓寬廠區遭徵收，因而結束絨織廠的經營，當起全職的農民。。在林內鄉土生土長的賴宗賢，除了經營工廠的歲月之外，對於農業仍有著濃厚的情感，誠如農場主人說的，接觸土地看著自己用心耕作的果樹，從栽種到結果至送到消費者手中，其間的成就感不只是耕耘的收...,,,1150901,1150930,(09),,643,10009,林內鄉,林中村仁愛路55之3號,,,,120.607234,23.769587,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25166/480x360_agrispots-image-ahibi6ry7keej-djcm_6nw.jpg
麗野莊園休閒農場,,,是以農村體驗活動為主的休閒農場，位於宜蘭交流道旁，有稻子、農村雞鴨鵝、農村人文活動，如插秧、割稻、米食製作、焢窯童趣等，園區採預約式總量管制門票，可全額折抵活動費用，活動安排為半日遊、一日遊、三天兩夜夏令營等等活動，歡迎您的光臨。。以前在蘭陽平原錯落著三合院，邊邊圍著竹圍，農家們在這種著稻子，養養鴨過著農家生活，所以宜蘭的米和鴨子都很有名氣，尤其是鴨賞成了宜蘭名產。。宜蘭麗野莊園休閒農場是以蘭陽平原兩大元素做為主題，以前是每戶農家都離不開鴨子這個元素，現在牠漸漸少了，人們也對牠生疏了！除了鴨...,,,1150901,1150930,(09),,260,10002,宜蘭市,黎明一路88號,,,,121.780252,24.741872,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/29691/480x360_agrispots-image-zah2qmrqtum75az6hiuy3w.jpg
竹峰茗茶休閒農場,,,地處桃園蘆竹，座落於林口近郊的台地紅土邊坡上。歷經四代傳承的百年茶園，秉持著順天敬地的精神，種植生產茶葉。近年來以古法創新研發自家特色茶品如梔子花烏龍茶、相思炭焙茶及蜜香紅茶。在產製銷方面，分別榮獲產銷履歷達人、五星級製茶廠與亮點茶莊等獎項。。遊程/體驗介紹。園區內所有體驗活動均須事前來電預約。 茶園/生態導覽：茶園及坑子溪環境生態解說(每人200元/60mins/10人起)。 感官品茶體驗：各式在地特色茶品感官體驗(每人200元/30mins/10人起)。 手作擂茶體驗：農家傳...,,,1150901,1150930,(03)3241888,,338,68000,蘆竹區,坑子里12鄰貓尾崎1號,,,https://ezgo.ardswc.gov.tw/zh-TW/Front/Agri/Detail/2936,121.346805,25.082460,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25049/480x360_agrispots-image-mgkrr1fvpk23rgquu3fs5q.jpg
銘珠園休閒農場,,,,,,1150901,1150930,(04)24370321,,406,66000,北屯區,軍功路二段633號,,,,0,0,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/40442/480x360_7fe8d081291546cb9bdfe0677e8a0adc.jpeg
金椿休閒農場(金椿茶油工坊),,,金椿茶油工坊成立至今已40餘年，為台灣最專業生產茶油工廠，以產、製、銷整合經營模式，供應原物料、OEM、ODM及自我品牌的建立。。農場以自然農法管理經營、現代化食品級設備及嚴謹的加工流程、產品安全檢測，從產地、生產、加工、行銷一條龍經營模式。四十幾年來秉持~天然、健康、安全、無毒、環保、有機為經營指標，將茶油取其鮮、甘、純之原有自然風味為頂級精純綠色保健食用油。。2020榮獲歐洲無添加協會二星獎。2019榮獲農委會舉辦【台灣魅力】十大魅力商品獎。2018榮獲第31屆全國十大神農獎。體驗...,,,1150901,1150930,(037)831195,,350,10005,竹南鎮,永和村三鄰石馬店18-3號,,,,120.928402,24.640535,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25562/480x360_agrispots-image-ekskolo7a0ehjuwytbpc4q.jpg
楊桃園休閒農場,,,楊桃園休閒農場。廖昌塗楊桃園休閒農場成立於1976年，位於彰化縣花壇鄉。主要是希望大家在這緊湊的生活環境中，都可以享受田園之旅的樂趣，藉著親自體驗摘採、現場講解互動的方式，讓大家可以更加清楚『廖昌塗楊桃園休閒農場』有別於一般的風味。園內還有許多不同種類的水果，依照季節的不同而有所改變，例如：楊桃、草莓、小番茄、龍眼、溫室美濃瓜皆是自產自銷。團體來源內更可提供戶外教學，現場專人解說了解園區內不同的戶外環境。。最初楊桃園可說是彰化八卦山脈裡第一家土雞城，採用自家食材，放山雞、山豬及山產野味，以及...,,,1150901,1150930,(04)7860758,,503,10007,花壇鄉,灣東村灣福路221巷5號,,,,120.579227,24.046427,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25540/480x360_agrispots-image-brpd9qlaweq61psrdvgmpw.jpg
艾米達精靈谷休閒農場,,,艾米達精靈谷茶樹莊園位於屏東縣新埤鄉，剛好在去墾丁替代道路上，園區內種植了許多澳洲茶樹，並有產出茶樹相關農產品如：茶樹精油、茶樹純露、茶樹潔淨皂、茶樹蚊香等，除了園區茶樹生態，還結合歐式庭園景觀及戶外藝術品展示供遊客體驗及拍照，園區也有小動物區，目前有兔子、天竺鼠可讓遊客體驗餵食。。體驗活動。茶樹防蚊液DIY製作、特色服裝道具拍照體驗、茶樹景觀生態遊覽。伴手禮與農特產。茶樹精油、茶樹潔淨皂、茶樹純露、茶樹艾草天然蚊香,,,1150901,1150930,(08)7982340,,925,10013,新埤鄉,箕湖村民眾路2-77號,,,,120.595475,22.468996,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25053/480x360_agrispots-image-86t8sq-t6kst4e8w0bbkbq.jpg
桃蘆坑休閒農場,,,位處坑子溪上游支流谷地，不僅面積廣大，也維持良好的生態環境，溪水清澈可以看見許多的魚蝦，小溪旁也提供民眾摸蜆、釣魚蝦、戲水等。園區也有小動物區，包括雞、鴨、鵝、羊及小兔子，讓民眾與動物近距離接觸。。本場以經營友善蔬果為主，對自然環境無任何破壞，有助於發展生態保育維護與自然教育。結合自然生態、農業生產、休閒生活為經營理念，提供多功能之休閒農場。。特色餐廳所使用的食材皆為自產無毒、當季新鮮蔬果，包括無用藥水產、放山雞等，農場主人提供新鮮及健康的食材，餐點包括單點、經濟合菜、精緻合菜、婚宴桌菜、咖...,,,1150901,1150930,(03)3242610,,338,68000,蘆竹區,山林路三段855-1號,,,,121.332300,25.078933,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1300/480x360_20200325-22(2).jpg
老官道休閒農場,,,老官道休閒農場。農場內除了一望無際的綠色草原之外，更建有高雅的原木餐桌區及泡茶小屋，讓每位旅人都可以在舒適的環境中，體驗野地露營的樂趣。而愛乾淨的露營者，還能隨時享用乾淨的淋浴設備及全天候的熱水，提供旅人清爽的露營生活。。老官道休閒農場最適合進行單車活動，尤其是輕量級的老官道自行車道，最適合全家大小同遊。另外，每年5～6月桃李季時期，更有甜美的桃李香、陣陣撲鼻而來，不過這些可都是果農辛苦栽種的成果，也想品嚐水果香的旅人，可以向當地的果農購得，切勿自行採收果實。。緊鄰在旁的鯉魚潭水庫，可說是...,,,1150901,1150930,(09),,364,10005,大湖鄉,新開村5鄰12-1號,,,,120.832014,24.347409,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/155/480x360_20151124175238.jpg
大武山休閒農場,,,大武山休閒農場。宜靜宜動的悠閒環境， 彷彿能與自然連為一體， 充滿原民風味的人文俯拾皆是， 處處都是感動和驚喜&hellip；&hellip；。本農場地理環境，是個得天獨厚的好地方，這裡可賞析閃爍瑰麗的高屏夜景，觀看七彩繽紛的夕陽、金光四射的大武山日出，春天賞野花採野菜，夏天看颱風賞瀑布群，秋天看流星雨賞最明亮的中秋月，冬天看雲海，享受相思烤肉大餐、經典原住民風味餐以及溫暖豐富的感動火鍋。。農場聖山文化氣息濃厚。大武山為排灣族及魯凱族的聖山，因此為了紀念和尊敬之故，特此命名為大武山休閒農...,,,1150901,1150930,(08)7920332,,921,10013,泰武鄉,武潭村老潭巷40號,,,,120.651265,22.572646,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25241/480x360_agrispots-image-zruxp3yrl02onz1y3zxeug.jpg
微笑灣休閒農場,,,,,,1150901,1150930,(09),,261,10002,頭城鎮,仙公路180巷50號,,,,121.825633,24.878144,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1561/480x360_20200330.jpg
頂埔休閒農場,,,鄰近頂埔捷運站10分鐘步程的夢幻桃花源，為讓孩子能隨時親近大自然，體驗食農教育而生的親子農場。。場內種有柑橘、南瓜田、香蕉、百香果及蓮霧等作物，屬於大暖尖山山麓的一部分，亦可搭配親山步道導覽，歡迎大家光臨,,,1150901,1150930,(09),,236,65000,土城區,中央路四段67巷(大暖坑8-1號)進大暖坑福德祠,,,,0,0,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/41762/480x360_9965cb9820d74120a5141091ccc51156.jpg
尖石薰衣草森林休閒農場,,,尖石薰衣草森林擁有群山環繞油羅溪的美景，佇立於雲深縹緲中，遠眺雪山山脈與潺潺油羅溪，彷彿走入輕新脫俗的美麗之境。在這裡可以享受大自然懷抱，忘卻都市煩憂，沉浸最療癒的時光。。 。&bull；從自然中發現不設限的生活美學。。&bull；沉浸療癒森林，藉由五感體驗親近土地。。&bull；轉場城市與戶外之間，感受到「非日常」的美好。。體驗活動。&bull；森林遊園導覽。&bull；不定期花藝體驗課。在森林裡可以體驗這些美好日常...。&bull；徜徉大地時序花卉，感受自然帶來的美境。...,,,1150901,1150930,,,313,10004,尖石鄉,嘉樂村嘉樂129號,,,,121.227015,24.729611,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1784/480x360_jza572bq1q7f544u4c436ixjqc162av0.jpg
王老先生休閒農場,,,歡迎來到王老先生休閒農場！。在這裡您可以和各種可愛的動物互動，也可以體驗DIY與田園趣。快帶家人朋友一起來玩吧！。可愛動物區請洽：0979333036。營業時間。平日：9:00 - 17:00。假日：8:30 - 17:00。價目資訊。【入園與小動物互動】。2歲以下幼兒：免費。2-4歲：50元 (僅酌收清潔費)。5歲以上：250 元 (含飼料乙份)。65歲以上&愛心卡：200 元。【DIY手作課程】。2-4歲：50元 (僅收清潔費不含材料費用)。5歲以上：250元。...,,,1150901,1150930,(09),,266,10002,三星鄉,萬富七路76號,,,,121.675267,24.681156,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/32665/480x360_agrispots-image-ep-chi_x-uootrareyxryq.jpg
和華園休閒農場,,,,,,1150901,1150930,,,923,10013,萬巒鄉,五溝村12鄰東興路66之1號,,,,120.605494,22.594464,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
綠谷休閒農場,,,綠谷休閒農場。擁有大片五節芒、野薑花及蕨類植物等野生植物的綠谷休閒農場，栽種有樹梅、百香果等經濟作物，而除了這些自然植物圍繞著園區外，這裡還有多種的青蛙生態，全台灣所擁有的31種青蛙，這裡就擁有了13種，與此地多種蕨類植物，均為此園區特色，景致良好，腹地寬廣，為放鬆心情好地方。,,,1150901,1150930,(02)24523165,,206,10017,七堵區,瑪陵坑華新二路80號,,,,121.665462,25.120361,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/82/480x360_20151117173257.jpg
松竹園休閒農場,,,,,,1150901,1150930,(04)23930072,,411,66000,太平區,汴里北田路323巷39號,,,,120.787125,24.155016,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/35258/480x360_agrispots-image-thvelnfvfua1dtkfubartq.jpg
謙謹休閒農場,,,本農場以結合自然生態、有機農業生產、休閒以體驗農村生活為經營理念，提供一處兼具自然生態、有機農業、觀光果園與露營渡假、休閒等功能之休閒農場，屬於體驗型休閒農場；謙謹休閒農場並以「自然、有機、休閒、慢活」為核心目標，休閒農場位於花蓮縣富里鄉，距台東縣池上鄉北方約15公里處，鄰近六十石山風景區範圍與羅山遊憩區；附近有羅山瀑布、泥火山等知名景點。農場西側鄰接富里鄉花80號鄉道，可經由花80號鄉道接台九線省道(約500公尺可與台九線省道連接)，距池上鄉約12分鐘車程。。結合自然生態、有機農業生產、休閒...,,,1150901,1150930,(09),,983,10015,富里鄉,羅山村16鄰羅山5之5號,,,,121.274514,23.198357,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1663/480x360_S__46948573(4).jpg
櫻之采休閒農場(蜜滋賀溫泉飯店),,,,,,1150901,1150930,(03)8870099,,978,10015,瑞穗鄉,瑞祥村溫泉一街17號,,,,121.370677,23.491155,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
